nsel,atrain,atest,ftrain,ftest,nenhanced,nin,nout
22,0.7786458333333334,0.7291666666666666,0.7355607586424804,0.6722689075630253,17,33,2
23,0.7916666666666666,0.7291666666666666,0.7504873294346979,0.6722689075630253,17,33,2
24,0.7890625,0.7291666666666666,0.7467245352463622,0.6722689075630253,18,33,2
25,0.7864583333333334,0.7291666666666666,0.7442495126705653,0.6722689075630253,19,33,2
26,0.7864583333333334,0.7291666666666666,0.7429383143388957,0.6722689075630253,20,33,2
27,0.7916666666666666,0.7239583333333334,0.7492081115501421,0.6605170975813177,21,33,2
28,0.7916666666666666,0.7239583333333334,0.7492081115501421,0.6605170975813177,22,33,2
29,0.7942708333333334,0.7291666666666666,0.754227058032423,0.6687458526874586,22,33,2
30,0.7942708333333334,0.7291666666666666,0.754227058032423,0.6687458526874586,23,33,2
31,0.7942708333333334,0.734375,0.754227058032423,0.6768636768636769,24,33,2
32,0.7916666666666666,0.734375,0.751737514142557,0.6768636768636769,24,33,2
33,0.796875,0.7291666666666666,0.7591353576942872,0.6687458526874586,25,33,2
1,0.7265625,0.65625,0.6569298969598475,0.5923829130211014,1,33,2
2,0.7369791666666666,0.7083333333333334,0.6825537139349294,0.6392914653784219,2,33,2
3,0.7734375,0.703125,0.7332801085784999,0.6426215589589523,3,33,2
4,0.7604166666666666,0.7447916666666666,0.7236891502940809,0.692779936648924,4,33,2
5,0.7630208333333334,0.7604166666666666,0.7284574199414082,0.7100840336134454,5,33,2
6,0.7708333333333334,0.75,0.7345316280677497,0.6942269409422694,6,33,2
7,0.7708333333333334,0.7552083333333334,0.7321071824956398,0.7022077022077022,6,33,2
8,0.78125,0.765625,0.7406073082861555,0.7178591254939098,6,33,2
9,0.7734375,0.75,0.7265561694290976,0.6974789915966386,6,33,2
10,0.7838541666666666,0.7447916666666666,0.741782858439128,0.692779936648924,7,33,2
11,0.7890625,0.7291666666666666,0.7467245352463622,0.6687458526874586,8,33,2
12,0.7916666666666666,0.7447916666666666,0.751737514142557,0.686138448707256,9,33,2
13,0.7838541666666666,0.75,0.7404708200672601,0.6974789915966386,10,33,2
14,0.7890625,0.7604166666666666,0.7480049582357755,0.7100840336134454,11,33,2
15,0.7942708333333334,0.7604166666666666,0.7517004297114794,0.7069674850696748,12,33,2
16,0.7890625,0.7708333333333334,0.745414364640884,0.7226890756302521,13,33,2
17,0.78125,0.7604166666666666,0.7352941176470589,0.7159032424086464,14,33,2
18,0.7864583333333334,0.75,0.7402237402237402,0.7005847953216374,15,33,2
19,0.7864583333333334,0.7552083333333334,0.7402237402237402,0.7111303178718908,16,33,2
20,0.7890625,0.75,0.745414364640884,0.7035512094698919,17,33,2
21,0.7916666666666666,0.75,0.7478991596638656,0.706384605581751,18,33,2
22,0.7864583333333334,0.75,0.7415966386554622,0.706384605581751,18,33,2
23,0.7942708333333334,0.7604166666666666,0.7517004297114794,0.7212121212121212,19,33,2
24,0.8020833333333334,0.7604166666666666,0.7605042016806722,0.7236891502940809,20,33,2
25,0.8072916666666666,0.765625,0.7680175031838814,0.7284982559783804,21,33,2
26,0.8046875,0.7552083333333334,0.7642725598526703,0.7164315117996418,22,33,2
27,0.8046875,0.7447916666666666,0.7642725598526703,0.7016648168701443,22,33,2
28,0.796875,0.75,0.7554779087613885,0.7116756350894757,22,33,2
29,0.8125,0.7552083333333334,0.773109243697479,0.7164315117996418,23,33,2
30,0.8229166666666666,0.7604166666666666,0.7868268948176207,0.7236891502940809,24,33,2
31,0.8098958333333334,0.7447916666666666,0.7728933574223655,0.704364767620903,24,33,2
32,0.8098958333333334,0.7447916666666666,0.7728933574223655,0.704364767620903,24,33,2
33,0.8072916666666666,0.7447916666666666,0.7703572005818652,0.704364767620903,25,33,2
1,0.7239583333333334,0.6979166666666666,0.6416901408450704,0.6264090177133655,1,33,2
2,0.7578125,0.703125,0.713513296698889,0.6426215589589523,2,33,2
3,0.7552083333333334,0.6979166666666666,0.7097272259392692,0.634453781512605,2,33,2
4,0.7682291666666666,0.7552083333333334,0.7202701043585021,0.7022077022077022,2,33,2
5,0.7630208333333334,0.7395833333333334,0.7168944592525379,0.6848739495798319,3,33,2
6,0.7682291666666666,0.7604166666666666,0.7217096745299535,0.7100840336134454,4,33,2
7,0.7708333333333334,0.7604166666666666,0.7226890756302521,0.7130604288499025,5,33,2
8,0.7864583333333334,0.7604166666666666,0.7429383143388957,0.7130604288499025,6,33,2
9,0.7838541666666666,0.7604166666666666,0.741782858439128,0.7100840336134454,7,33,2
10,0.78125,0.7447916666666666,0.7352941176470589,0.6825803839535747,8,33,2
11,0.7916666666666666,0.7395833333333334,0.7504873294346979,0.6814863968148639,9,33,2
12,0.7916666666666666,0.7552083333333334,0.7478991596638656,0.7022077022077022,10,33,2
13,0.7890625,0.7552083333333334,0.7480049582357755,0.7022077022077022,10,33,2
14,0.7916666666666666,0.7552083333333334,0.7504873294346979,0.7022077022077022,11,33,2
15,0.796875,0.7552083333333334,0.7554779087613885,0.7022077022077022,12,33,2
16,0.7994791666666666,0.75,0.7579864947820749,0.6974789915966386,13,33,2
17,0.7916666666666666,0.7552083333333334,0.7504873294346979,0.7022077022077022,14,33,2
18,0.7942708333333334,0.7552083333333334,0.7517004297114794,0.7022077022077022,14,33,2
19,0.7942708333333334,0.75,0.7529782504254643,0.6974789915966386,15,33,2
20,0.7942708333333334,0.75,0.754227058032423,0.6974789915966386,16,33,2
21,0.8072916666666666,0.75,0.7725919523672333,0.7035512094698919,17,33,2
22,0.8098958333333334,0.7395833333333334,0.7762005508762125,0.6941506308143239,18,33,2
23,0.8098958333333334,0.734375,0.7740211371496288,0.686545664073754,18,33,2
24,0.8151041666666666,0.7291666666666666,0.7812843447916249,0.6819166560468969,19,33,2
25,0.8098958333333334,0.734375,0.7740211371496288,0.686545664073754,20,33,2
26,0.8125,0.7291666666666666,0.7765637627283013,0.6788471435923829,21,33,2
27,0.8098958333333334,0.734375,0.7717393959627709,0.686545664073754,22,33,2
28,0.8072916666666666,0.7395833333333334,0.7680175031838814,0.6941506308143239,23,33,2
29,0.8072916666666666,0.7447916666666666,0.7680175031838814,0.6988379909728224,23,33,2
30,0.8203125,0.75,0.7831307550644567,0.706384605581751,23,33,2
31,0.8151041666666666,0.75,0.7768446899938612,0.706384605581751,24,33,2
32,0.8098958333333334,0.7552083333333334,0.7705586249232659,0.7111303178718908,25,33,2
33,0.8177083333333334,0.75,0.7794117647058824,0.706384605581751,25,33,2
1,0.671875,0.6458333333333334,0.5026315789473684,0.49055720305915407,1,33,2
2,0.6953125,0.6510416666666666,0.5979057591623036,0.5799235868464879,2,33,2
3,0.7109375,0.6770833333333334,0.621076213251309,0.6050431320504314,3,33,2
4,0.7526041666666666,0.7552083333333334,0.6965840756543653,0.7053195310714169,3,33,2
5,0.7682291666666666,0.75,0.717289700298626,0.6835164835164835,4,33,2
6,0.7786458333333334,0.7760416666666666,0.7314353889825976,0.7181771633384537,4,33,2
7,0.7760416666666666,0.7708333333333334,0.7275517275517276,0.7098901098901098,5,33,2
8,0.78125,0.7447916666666666,0.7366685171276491,0.6895356895356894,6,33,2
9,0.7838541666666666,0.765625,0.7404708200672601,0.7178591254939098,7,33,2
10,0.7708333333333334,0.7447916666666666,0.7241289227051562,0.6825803839535747,8,33,2
11,0.7916666666666666,0.734375,0.7504873294346979,0.6733277731442869,8,33,2
12,0.78125,0.7395833333333334,0.7393243898496848,0.6814863968148639,8,33,2
13,0.7994791666666666,0.71875,0.7579864947820749,0.656005308560053,9,33,2
14,0.7890625,0.7239583333333334,0.7492563302619168,0.6641916641916642,10,33,2
15,0.7786458333333334,0.7083333333333334,0.7314353889825976,0.6392914653784219,11,33,2
16,0.8046875,0.734375,0.766671257625718,0.6834653305317602,12,33,2
17,0.7994791666666666,0.7239583333333334,0.7567120582548237,0.6605170975813177,13,33,2
18,0.7994791666666666,0.7239583333333334,0.7567120582548237,0.6605170975813177,14,33,2
19,0.8125,0.7239583333333334,0.773109243697479,0.6605170975813177,15,33,2
20,0.8151041666666666,0.7239583333333334,0.777993111141873,0.6605170975813177,15,33,2
21,0.8151041666666666,0.7239583333333334,0.7768446899938612,0.6605170975813177,16,33,2
22,0.8125,0.71875,0.773109243697479,0.6521739130434783,17,33,2
23,0.8151041666666666,0.7239583333333334,0.7768446899938612,0.6605170975813177,17,33,2
24,0.8151041666666666,0.7291666666666666,0.777993111141873,0.6687458526874586,18,33,2
25,0.8098958333333334,0.71875,0.7740211371496288,0.656005308560053,19,33,2
26,0.8125,0.71875,0.7765637627283013,0.656005308560053,20,33,2
27,0.8151041666666666,0.7239583333333334,0.7791154572190131,0.6641916641916642,20,33,2
28,0.8125,0.71875,0.7765637627283013,0.656005308560053,21,33,2
29,0.8151041666666666,0.71875,0.7791154572190131,0.656005308560053,22,33,2
30,0.8125,0.7395833333333334,0.775438596491228,0.6848739495798319,23,33,2
31,0.8072916666666666,0.734375,0.7692007797270954,0.6768636768636769,24,33,2
32,0.8098958333333334,0.7291666666666666,0.7728933574223655,0.6722689075630253,24,33,2
33,0.8072916666666666,0.75,0.7680175031838814,0.7005847953216374,25,33,2
1,0.7005208333333334,0.6875,0.6020725388601036,0.6043956043956044,1,33,2
2,0.7473958333333334,0.7760416666666666,0.691877538527716,0.7275517275517276,1,33,2
3,0.7473958333333334,0.7447916666666666,0.6935203850742584,0.692779936648924,2,33,2
4,0.7526041666666666,0.7395833333333334,0.699839552392315,0.6814863968148639,3,33,2
5,0.7604166666666666,0.7239583333333334,0.7085437085437085,0.6605170975813177,3,33,2
6,0.7760416666666666,0.734375,0.7303987199164027,0.6802403422264311,4,33,2
7,0.7682291666666666,0.75,0.717289700298626,0.7005847953216374,4,33,2
8,0.7682291666666666,0.734375,0.7141686251223164,0.6768636768636769,5,33,2
9,0.7734375,0.75,0.722134890336103,0.6942269409422694,6,33,2
10,0.7734375,0.75,0.7205918020858597,0.6942269409422694,7,33,2
11,0.78125,0.7604166666666666,0.7366685171276491,0.7159032424086464,8,33,2
12,0.78125,0.7552083333333334,0.7352941176470589,0.7053195310714169,9,33,2
13,0.7734375,0.7395833333333334,0.7279633897090556,0.6848739495798319,10,33,2
14,0.78125,0.7395833333333334,0.7366685171276491,0.6848739495798319,10,33,2
15,0.7890625,0.7552083333333334,0.7440737236187107,0.7053195310714169,11,33,2
16,0.7890625,0.75,0.745414364640884,0.7005847953216374,11,33,2
17,0.7916666666666666,0.75,0.7492081115501421,0.7005847953216374,12,33,2
18,0.7838541666666666,0.7552083333333334,0.7391282995702885,0.7053195310714169,13,33,2
19,0.7864583333333334,0.7552083333333334,0.7429383143388957,0.7053195310714169,14,33,2
20,0.7890625,0.7604166666666666,0.742701862069536,0.7100840336134454,15,33,2
21,0.796875,0.765625,0.752895752895753,0.7148797148797149,15,33,2
22,0.8072916666666666,0.75,0.7680175031838814,0.7005847953216374,16,33,2
23,0.8046875,0.7395833333333334,0.7654856807836687,0.6881091617933723,17,33,2
24,0.8020833333333334,0.75,0.761747705972635,0.7005847953216374,18,33,2
25,0.8072916666666666,0.75,0.7668067226890756,0.7005847953216374,19,33,2
26,0.8020833333333334,0.7552083333333334,0.7605042016806722,0.7082915791175044,20,33,2
27,0.8020833333333334,0.7552083333333334,0.7605042016806722,0.7082915791175044,21,33,2
28,0.8125,0.7552083333333334,0.773109243697479,0.7082915791175044,22,33,2
29,0.8151041666666666,0.765625,0.7768446899938612,0.7148797148797149,22,33,2
30,0.8151041666666666,0.765625,0.7768446899938612,0.7148797148797149,23,33,2
31,0.8098958333333334,0.7604166666666666,0.7705586249232659,0.7069674850696748,23,33,2
32,0.8072916666666666,0.765625,0.7680175031838814,0.7148797148797149,24,33,2
33,0.8046875,0.765625,0.7630312255728803,0.7148797148797149,25,33,2
1,0.6744791666666666,0.671875,0.5132586320539472,0.5463376214229456,1,33,2
2,0.7786458333333334,0.7135416666666666,0.729995781184081,0.6351449400545901,1,33,2
3,0.78125,0.71875,0.7338877338877339,0.639549436795995,2,33,2
4,0.7786458333333334,0.7239583333333334,0.7355607586424804,0.6605170975813177,3,33,2
5,0.78125,0.765625,0.7393243898496848,0.7178591254939098,3,33,2
6,0.7838541666666666,0.7447916666666666,0.7430651285399889,0.686138448707256,3,33,2
7,0.7864583333333334,0.7552083333333334,0.7455309519961208,0.7022077022077022,4,33,2
8,0.7864583333333334,0.75,0.7467833247555327,0.6942269409422694,5,33,2
9,0.7890625,0.7395833333333334,0.7492563302619168,0.6848739495798319,6,33,2
10,0.7838541666666666,0.7395833333333334,0.741782858439128,0.6848739495798319,7,33,2
11,0.7864583333333334,0.734375,0.7455309519961208,0.6768636768636769,8,33,2
12,0.7864583333333334,0.7395833333333334,0.7455309519961208,0.6848739495798319,9,33,2
13,0.7890625,0.71875,0.7480049582357755,0.656005308560053,10,33,2
14,0.7786458333333334,0.734375,0.7342171048881578,0.6733277731442869,11,33,2
15,0.78125,0.734375,0.7380116959064327,0.6768636768636769,12,33,2
16,0.78125,0.734375,0.7380116959064327,0.6768636768636769,12,33,2
17,0.7838541666666666,0.7395833333333334,0.741782858439128,0.6881091617933723,13,33,2
18,0.7838541666666666,0.734375,0.741782858439128,0.6802403422264311,14,33,2
19,0.7942708333333334,0.7447916666666666,0.7529782504254643,0.6958784548246323,14,33,2
20,0.796875,0.75,0.7591353576942872,0.7035512094698919,15,33,2
21,0.7994791666666666,0.75,0.7604491578290704,0.7035512094698919,16,33,2
22,0.8125,0.7604166666666666,0.7742873003951278,0.718618580349178,17,33,2
23,0.8072916666666666,0.7552083333333334,0.7680175031838814,0.7138417631203424,18,33,2
24,0.8046875,0.765625,0.7630312255728803,0.7234226447709594,19,33,2
25,0.7994791666666666,0.7760416666666666,0.7579864947820749,0.7357149716700279,19,33,2
26,0.7994791666666666,0.78125,0.7579864947820749,0.7430865298840321,19,33,2
27,0.8098958333333334,0.78125,0.7717393959627709,0.7477161807032912,20,33,2
28,0.8020833333333334,0.7864583333333334,0.7605042016806722,0.7526317443358577,21,33,2
29,0.8125,0.7708333333333334,0.773109243697479,0.735702665498686,22,33,2
30,0.8072916666666666,0.7708333333333334,0.7668067226890756,0.7333333333333334,23,33,2
31,0.8125,0.765625,0.7719037719037719,0.7260187093705407,24,33,2
32,0.8125,0.765625,0.7719037719037719,0.7260187093705407,25,33,2
33,0.8125,0.765625,0.7719037719037719,0.7260187093705407,25,33,2
1,0.7395833333333334,0.7552083333333334,0.6703296703296704,0.6882147669557406,0,33,2
2,0.7473958333333334,0.7708333333333334,0.6752430358777628,0.706299541093033,1,33,2
3,0.7682291666666666,0.7395833333333334,0.7141686251223164,0.6814863968148639,2,33,2
4,0.78125,0.7604166666666666,0.730975813177648,0.7130604288499025,2,33,2
5,0.7760416666666666,0.7708333333333334,0.726078301260783,0.728255275347401,3,33,2
6,0.78125,0.78125,0.7324485733244857,0.7380116959064327,4,33,2
7,0.7786458333333334,0.765625,0.729995781184081,0.7207047034103766,5,33,2
8,0.7734375,0.7604166666666666,0.7236427407413535,0.7100840336134454,5,33,2
9,0.78125,0.7708333333333334,0.7324485733244857,0.7226890756302521,6,33,2
10,0.78125,0.7708333333333334,0.7324485733244857,0.7226890756302521,7,33,2
11,0.7760416666666666,0.78125,0.7275517275517276,0.7380116959064327,8,33,2
12,0.7760416666666666,0.7708333333333334,0.7289915966386555,0.7226890756302521,9,33,2
13,0.7786458333333334,0.78125,0.732842234499693,0.7352941176470589,9,33,2
14,0.7734375,0.7708333333333334,0.7265561694290976,0.7197080291970803,10,33,2
15,0.7708333333333334,0.7708333333333334,0.7226890756302521,0.7197080291970803,10,33,2
16,0.7734375,0.7708333333333334,0.7265561694290976,0.7197080291970803,11,33,2
17,0.7708333333333334,0.75,0.7212157212157213,0.6908212560386473,12,33,2
18,0.78125,0.7395833333333334,0.7366685171276491,0.6742228858422696,12,33,2
19,0.7916666666666666,0.71875,0.7478991596638656,0.656005308560053,13,33,2
20,0.796875,0.734375,0.7515593895155939,0.6802403422264311,14,33,2
21,0.7838541666666666,0.734375,0.7377545563006542,0.6802403422264311,15,33,2
22,0.78125,0.7395833333333334,0.7338877338877339,0.6881091617933723,16,33,2
23,0.7838541666666666,0.7447916666666666,0.7363488216268085,0.6958784548246323,17,33,2
24,0.7786458333333334,0.7447916666666666,0.729995781184081,0.6958784548246323,18,33,2
25,0.7916666666666666,0.71875,0.7492081115501421,0.6596638655462186,19,33,2
26,0.7942708333333334,0.765625,0.7529782504254643,0.7207047034103766,20,33,2
27,0.7994791666666666,0.7708333333333334,0.7567120582548237,0.7226890756302521,21,33,2
28,0.7994791666666666,0.7708333333333334,0.7567120582548237,0.7226890756302521,22,33,2
29,0.7994791666666666,0.7708333333333334,0.7567120582548237,0.7226890756302521,23,33,2
30,0.8020833333333334,0.7708333333333334,0.7605042016806722,0.7226890756302521,23,33,2
31,0.7994791666666666,0.7708333333333334,0.7567120582548237,0.7226890756302521,24,33,2
32,0.8125,0.7552083333333334,0.7742873003951278,0.7082915791175044,24,33,2
33,0.8098958333333334,0.7552083333333334,0.7717393959627709,0.7053195310714169,25,33,2
1,0.7395833333333334,0.7552083333333334,0.6703296703296704,0.6882147669557406,0,33,2
2,0.7630208333333334,0.765625,0.7124778870284281,0.7178591254939098,1,33,2
3,0.7578125,0.765625,0.7061587197103716,0.7178591254939098,2,33,2
4,0.7786458333333334,0.734375,0.7368739268180609,0.6834653305317602,3,33,2
5,0.7942708333333334,0.75,0.7554475319838448,0.6908212560386473,4,33,2
6,0.796875,0.7552083333333334,0.7579440762889931,0.6955362866493471,4,33,2
7,0.8020833333333334,0.7447916666666666,0.7653113741636645,0.6825803839535747,5,33,2
8,0.7994791666666666,0.75,0.7616387337057728,0.6872539704085787,6,33,2
9,0.7942708333333334,0.7395833333333334,0.754227058032423,0.6814863968148639,7,33,2
10,0.796875,0.7291666666666666,0.7579440762889931,0.6687458526874586,8,33,2
11,0.7838541666666666,0.75,0.7391282995702885,0.7005847953216374,9,33,2
12,0.7838541666666666,0.7395833333333334,0.741782858439128,0.6911991765311374,10,33,2
13,0.7864583333333334,0.7395833333333334,0.7429383143388957,0.6911991765311374,11,33,2
14,0.8046875,0.7291666666666666,0.766671257625718,0.6687458526874586,12,33,2
15,0.7942708333333334,0.7239583333333334,0.7529782504254643,0.6677007478039383,13,33,2
16,0.7864583333333334,0.7239583333333334,0.7429383143388957,0.6677007478039383,14,33,2
17,0.7994791666666666,0.7395833333333334,0.7592319656045665,0.6911991765311374,15,33,2
18,0.7890625,0.7552083333333334,0.7480049582357755,0.7082915791175044,16,33,2
19,0.8125,0.7447916666666666,0.775438596491228,0.6958784548246323,17,33,2
20,0.8125,0.7395833333333334,0.7765637627283013,0.6881091617933723,17,33,2
21,0.8098958333333334,0.734375,0.7728933574223655,0.6802403422264311,18,33,2
22,0.8072916666666666,0.734375,0.7692007797270954,0.6802403422264311,18,33,2
23,0.8098958333333334,0.7395833333333334,0.7728933574223655,0.6881091617933723,18,33,2
24,0.8098958333333334,0.7395833333333334,0.7728933574223655,0.6881091617933723,19,33,2
25,0.8072916666666666,0.7395833333333334,0.7703572005818652,0.6911991765311374,20,33,2
26,0.8098958333333334,0.7395833333333334,0.7728933574223655,0.6911991765311374,21,33,2
27,0.8151041666666666,0.7447916666666666,0.7791154572190131,0.6958784548246323,22,33,2
28,0.8229166666666666,0.7447916666666666,0.7889768870211735,0.6958784548246323,22,33,2
29,0.8177083333333334,0.7604166666666666,0.7816764132553606,0.7212121212121212,23,33,2
30,0.8177083333333334,0.7604166666666666,0.7816764132553606,0.718618580349178,24,33,2
31,0.8203125,0.7395833333333334,0.7842468263209752,0.6911991765311374,24,33,2
32,0.8203125,0.7395833333333334,0.7853375570156605,0.6911991765311374,24,33,2
33,0.8255208333333334,0.734375,0.7915596568123081,0.686545664073754,25,33,2
1,0.7395833333333334,0.7552083333333334,0.6703296703296704,0.6882147669557406,0,33,2
2,0.7604166666666666,0.7447916666666666,0.7053544620517098,0.674947310230453,1,33,2
3,0.7630208333333334,0.7604166666666666,0.7139840392879067,0.7100840336134454,2,33,2
4,0.7682291666666666,0.7395833333333334,0.7217096745299535,0.6814863968148639,3,33,2
5,0.7630208333333334,0.7447916666666666,0.718300321652277,0.6895356895356894,4,33,2
6,0.765625,0.7604166666666666,0.7207047034103766,0.7069674850696748,5,33,2
7,0.7682291666666666,0.7395833333333334,0.7187970543464846,0.6881091617933723,5,33,2
8,0.7708333333333334,0.7395833333333334,0.7226890756302521,0.6848739495798319,6,33,2
9,0.78125,0.7447916666666666,0.7338877338877339,0.6895356895356894,7,33,2
10,0.7786458333333334,0.75,0.7342171048881578,0.6974789915966386,8,33,2
11,0.7786458333333334,0.75,0.7342171048881578,0.6942269409422694,9,33,2
12,0.7682291666666666,0.75,0.7231165590491854,0.6974789915966386,10,33,2
13,0.7916666666666666,0.7447916666666666,0.751737514142557,0.6958784548246323,11,33,2
14,0.8020833333333334,0.7604166666666666,0.7653113741636645,0.7069674850696748,11,33,2
15,0.7942708333333334,0.7604166666666666,0.7554475319838448,0.7069674850696748,11,33,2
16,0.7942708333333334,0.765625,0.7554475319838448,0.7117597998331944,12,33,2
17,0.796875,0.7604166666666666,0.7579440762889931,0.7100840336134454,13,33,2
18,0.796875,0.7552083333333334,0.7579440762889931,0.7053195310714169,13,33,2
19,0.7916666666666666,0.7604166666666666,0.7478991596638656,0.7069674850696748,13,33,2
20,0.7942708333333334,0.7447916666666666,0.7503928909367672,0.6825803839535747,14,33,2
21,0.7942708333333334,0.7447916666666666,0.7503928909367672,0.6825803839535747,15,33,2
22,0.796875,0.75,0.752895752895753,0.6908212560386473,16,33,2
23,0.7942708333333334,0.7552083333333334,0.7503928909367672,0.6955362866493471,17,33,2
24,0.7994791666666666,0.75,0.7579864947820749,0.6942269409422694,18,33,2
25,0.7864583333333334,0.75,0.7415966386554622,0.7005847953216374,19,33,2
26,0.7890625,0.7447916666666666,0.7467245352463622,0.692779936648924,20,33,2
27,0.7864583333333334,0.7447916666666666,0.7429383143388957,0.692779936648924,21,33,2
28,0.7864583333333334,0.7552083333333334,0.7429383143388957,0.7053195310714169,22,33,2
29,0.7994791666666666,0.7447916666666666,0.7567120582548237,0.6895356895356894,23,33,2
30,0.796875,0.75,0.7542016806722689,0.6974789915966386,24,33,2
31,0.7942708333333334,0.75,0.7517004297114794,0.6974789915966386,24,33,2
32,0.796875,0.75,0.7542016806722689,0.6974789915966386,25,33,2
33,0.7916666666666666,0.7604166666666666,0.7504873294346979,0.7069674850696748,25,33,2
1,0.7369791666666666,0.734375,0.6825537139349294,0.6696244812578023,1,33,2
2,0.7526041666666666,0.7291666666666666,0.699839552392315,0.6687458526874586,2,33,2
3,0.7786458333333334,0.71875,0.7355607586424804,0.6596638655462186,3,33,2
4,0.7838541666666666,0.7395833333333334,0.7443183185592235,0.677938808373591,4,33,2
5,0.7890625,0.7552083333333334,0.7528427376099549,0.7022077022077022,5,33,2
6,0.7786458333333334,0.734375,0.7394116003353159,0.6894878706199461,6,33,2
7,0.7786458333333334,0.7239583333333334,0.7394116003353159,0.6802312792634259,7,33,2
8,0.7786458333333334,0.7291666666666666,0.7381573141871565,0.6848484848484848,7,33,2
9,0.7916666666666666,0.71875,0.751737514142557,0.6784119106699752,8,33,2
10,0.7786458333333334,0.703125,0.7381573141871565,0.6590972806279787,9,33,2
11,0.78125,0.7083333333333334,0.7418611351195621,0.663621574271055,10,33,2
12,0.7890625,0.7239583333333334,0.7492563302619168,0.6773109243697479,11,33,2
13,0.7916666666666666,0.734375,0.7492081115501421,0.6834653305317602,12,33,2
14,0.7916666666666666,0.734375,0.7492081115501421,0.6802403422264311,13,33,2
15,0.7942708333333334,0.7395833333333334,0.7529782504254643,0.6881091617933723,13,33,2
16,0.7942708333333334,0.75,0.7529782504254643,0.6974789915966386,13,33,2
17,0.8072916666666666,0.7447916666666666,0.7668067226890756,0.6895356895356894,13,33,2
18,0.8098958333333334,0.71875,0.7728933574223655,0.6664951106536283,14,33,2
19,0.8072916666666666,0.7135416666666666,0.7692007797270954,0.6586390819460158,14,33,2
20,0.8125,0.7083333333333334,0.7742873003951278,0.6541430777148739,15,33,2
21,0.8125,0.7239583333333334,0.7742873003951278,0.6742533371746855,15,33,2
22,0.8125,0.7239583333333334,0.7742873003951278,0.6742533371746855,15,33,2
23,0.8098958333333334,0.71875,0.7717393959627709,0.6664951106536283,16,33,2
24,0.8046875,0.734375,0.7630312255728803,0.6834653305317602,17,33,2
25,0.8072916666666666,0.7395833333333334,0.7668067226890756,0.6881091617933723,18,33,2
26,0.8046875,0.7395833333333334,0.7642725598526703,0.6881091617933723,19,33,2
27,0.8072916666666666,0.734375,0.7668067226890756,0.6834653305317602,19,33,2
28,0.8072916666666666,0.7395833333333334,0.7655677655677655,0.6941506308143239,20,33,2
29,0.8046875,0.7395833333333334,0.7630312255728803,0.6941506308143239,21,33,2
30,0.8020833333333334,0.7291666666666666,0.761747705972635,0.6819166560468969,22,33,2
31,0.8046875,0.7291666666666666,0.7642725598526703,0.6819166560468969,23,33,2
32,0.8020833333333334,0.7239583333333334,0.761747705972635,0.6773109243697479,24,33,2
33,0.8072916666666666,0.734375,0.7668067226890756,0.686545664073754,25,33,2
1,0.6979166666666666,0.6822916666666666,0.6175824175824176,0.6175423701139666,1,33,2
2,0.7109375,0.6979166666666666,0.6414988014634762,0.634453781512605,2,33,2
3,0.7213541666666666,0.6822916666666666,0.6544177635729005,0.6175423701139666,2,33,2
4,0.7526041666666666,0.6927083333333334,0.7044502596592428,0.6261756261756262,2,33,2
5,0.7552083333333334,0.7395833333333334,0.7053195310714169,0.6881091617933723,3,33,2
6,0.765625,0.71875,0.7192982456140351,0.656005308560053,4,33,2
7,0.7734375,0.734375,0.7279633897090556,0.6768636768636769,5,33,2
8,0.7760416666666666,0.7447916666666666,0.7289915966386555,0.692779936648924,5,33,2
9,0.7864583333333334,0.7708333333333334,0.7415966386554622,0.7255360623781677,6,33,2
10,0.7786458333333334,0.7708333333333334,0.7342171048881578,0.7226890756302521,7,33,2
11,0.7916666666666666,0.7552083333333334,0.7492081115501421,0.7022077022077022,8,33,2
12,0.7942708333333334,0.7552083333333334,0.7529782504254643,0.7022077022077022,9,33,2
13,0.7890625,0.765625,0.7467245352463622,0.7117597998331944,10,33,2
14,0.796875,0.765625,0.7542016806722689,0.7148797148797149,10,33,2
15,0.7994791666666666,0.75,0.7579864947820749,0.6974789915966386,11,33,2
16,0.7942708333333334,0.75,0.7517004297114794,0.6942269409422694,12,33,2
17,0.7942708333333334,0.7239583333333334,0.7517004297114794,0.6566685785620296,13,33,2
18,0.7916666666666666,0.71875,0.7492081115501421,0.6521739130434783,14,33,2
19,0.7942708333333334,0.703125,0.7529782504254643,0.6388476388476388,15,33,2
20,0.7916666666666666,0.7135416666666666,0.7504873294346979,0.6437126758662572,16,33,2
21,0.7890625,0.71875,0.7480049582357755,0.6521739130434783,17,33,2
22,0.7916666666666666,0.7447916666666666,0.7504873294346979,0.692779936648924,18,33,2
23,0.7864583333333334,0.7395833333333334,0.7442495126705653,0.6881091617933723,18,33,2
24,0.7864583333333334,0.7395833333333334,0.7455309519961208,0.6911991765311374,19,33,2
25,0.7942708333333334,0.7447916666666666,0.7529782504254643,0.6988379909728224,20,33,2
26,0.7916666666666666,0.7447916666666666,0.7492081115501421,0.6988379909728224,20,33,2
27,0.7916666666666666,0.7447916666666666,0.7492081115501421,0.6988379909728224,20,33,2
28,0.7890625,0.7552083333333334,0.7467245352463622,0.7082915791175044,21,33,2
29,0.7890625,0.7552083333333334,0.7467245352463622,0.7111303178718908,21,33,2
30,0.7890625,0.75,0.7467245352463622,0.7035512094698919,22,33,2
31,0.7864583333333334,0.75,0.7442495126705653,0.7035512094698919,23,33,2
